year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2020,201920,Academic year,National,E92000001,England,Final,Other modern languages,Male,29,70.7,90.2,96.9,98.1,98.2,1858
2021,202021,Academic year,National,E92000001,England,Final,Other modern languages,Male,48.7,80.6,93.3,97.3,98.3,98.6,1807
2022,202122,Academic year,National,E92000001,England,Revised,Other modern languages,Male,36.8,69,87.7,93.6,96.2,97.7,1952
2023,202223,Academic year,National,E92000001,England,Revised,Other modern languages,Male,19.8,56.3,80.9,91.7,96,97.9,2041
2024,202324,Academic year,National,E92000001,England,Revised,Other modern languages,Male,35.2,63.9,85.2,92.6,95.9,97.2,2329
2025,202425,Academic year,National,E92000001,England,Provisional,Other modern languages,Male,38,67.2,85.8,93.3,96.7,97.8,2398
1996,199596,Academic year,National,E92000001,England,Final,Other sciences,All students,z,10,25,45,66,83,4194
1997,199697,Academic year,National,E92000001,England,Final,Other sciences,All students,z,11,26,45,68,85,4301
1998,199798,Academic year,National,E92000001,England,Final,Other sciences,All students,z,12,27,48,71,88,4325
1999,199899,Academic year,National,E92000001,England,Final,Other sciences,All students,z,13,28,50,72,87,4124
2000,199900,Academic year,National,E92000001,England,Final,Other sciences,All students,z,14,29,50,72,88,3834
2001,200001,Academic year,National,E92000001,England,Final,Other sciences,All students,z,16,31,52,73,89,3587
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,All students,z,20,40,61,81,94,3740
2003,200203,Academic year,National,E92000001,England,Final,Other sciences,All students,z,20,39,61,80,95,4029
2004,200304,Academic year,National,E92000001,England,Final,Other sciences,All students,z,22,42,64,83,96,3773
2005,200405,Academic year,National,E92000001,England,Final,Other sciences,All students,z,21,42,63,83,96,3779
2006,200506,Academic year,National,E92000001,England,Final,Other sciences,All students,z,23,44,65,83,97,3599
2007,200607,Academic year,National,E92000001,England,Final,Other sciences,All students,z,24,45,68,85,97,3920
2008,200708,Academic year,National,E92000001,England,Final,Other sciences,All students,z,24,46,67,85,97,3986
2009,200809,Academic year,National,E92000001,England,Final,Other sciences,All students,z,25,48,70,87,97,3905
2010,200910,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,48,71,88,97,4283
2011,201011,Academic year,National,E92000001,England,Final,Other sciences,All students,8,26,48,70,87,97,4222
2012,201112,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,48,71,89,98,4269
2013,201213,Academic year,National,E92000001,England,Final,Other sciences,All students,7,24,50,73,89,98,4181
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,50,71,88,98,4121
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,All students,6,25,49,74,90,98,3957
2016,201516,Academic year,National,E92000001,England,Final,Other sciences,All students,7,26,51,74,90,99,3562
2017,201617,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,50,73,90,98,3161
2018,201718,Academic year,National,E92000001,England,Revised,Other sciences,All students,8.4,25.9,51.8,74.7,90.7,98,2580
2019,201819,Academic year,National,E92000001,England,Revised,Other sciences,All students,6,21.3,42.2,66.7,85.8,96.8,2591
2020,201920,Academic year,National,E92000001,England,Final,Other sciences,All students,11.6,32,57.4,80.9,94.9,99.4,2350
2021,202021,Academic year,National,E92000001,England,Final,Other sciences,All students,12.3,33.7,58.6,81,94.3,99.3,2566
2022,202122,Academic year,National,E92000001,England,Revised,Other sciences,All students,11.4,29.3,52.5,72.8,90.1,97.5,2600
2023,202223,Academic year,National,E92000001,England,Revised,Other sciences,All students,8.2,21.8,42,65.3,84.8,95.2,3049
2024,202324,Academic year,National,E92000001,England,Revised,Other sciences,All students,8.2,22.5,43.7,66.5,85.4,95.5,3492
2025,202425,Academic year,National,E92000001,England,Provisional,Other sciences,All students,7.6,21,41.1,65.7,84.9,95.4,3645
1996,199596,Academic year,National,E92000001,England,Final,Other sciences,Female,z,10,26,48,69,85,1537
1997,199697,Academic year,National,E92000001,England,Final,Other sciences,Female,z,11,28,47,70,86,1621
1998,199798,Academic year,National,E92000001,England,Final,Other sciences,Female,z,12,28,46,69,87,1630
1999,199899,Academic year,National,E92000001,England,Final,Other sciences,Female,z,14,27,51,73,88,1507
2000,199900,Academic year,National,E92000001,England,Final,Other sciences,Female,z,13,31,52,74,89,1438
2001,200001,Academic year,National,E92000001,England,Final,Other sciences,Female,z,14,30,52,74,90,1236
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,Female,z,20,40,61,82,94,1226
2003,200203,Academic year,National,E92000001,England,Final,Other sciences,Female,z,19,39,61,82,96,1209
2004,200304,Academic year,National,E92000001,England,Final,Other sciences,Female,z,19,42,64,85,97,1036
2005,200405,Academic year,National,E92000001,England,Final,Other sciences,Female,z,20,42,64,84,97,1037
2006,200506,Academic year,National,E92000001,England,Final,Other sciences,Female,z,21,43,67,85,98,983
2007,200607,Academic year,National,E92000001,England,Final,Other sciences,Female,z,21,45,68,86,97,1100
2008,200708,Academic year,National,E92000001,England,Final,Other sciences,Female,z,24,48,68,88,97,1091
2009,200809,Academic year,National,E92000001,England,Final,Other sciences,Female,z,25,50,72,88,98,1111
2010,200910,Academic year,National,E92000001,England,Final,Other sciences,Female,8,24,49,72,88,97,1228
2011,201011,Academic year,National,E92000001,England,Final,Other sciences,Female,9,24,48,71,87,97,1244
2012,201112,Academic year,National,E92000001,England,Final,Other sciences,Female,7,27,50,71,88,97,1223
2013,201213,Academic year,National,E92000001,England,Final,Other sciences,Female,6,24,52,75,89,98,1191
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,Female,7,23,49,72,87,97,1214
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,Female,6,24,49,75,90,98,1164
2016,201516,Academic year,National,E92000001,England,Final,Other sciences,Female,6,25,52,73,90,98,1094
2017,201617,Academic year,National,E92000001,England,Final,Other sciences,Female,7,24,50,72,89,98,1030
2018,201718,Academic year,National,E92000001,England,Revised,Other sciences,Female,5.6,24.8,53.2,75.5,90.1,97.8,846
2019,201819,Academic year,National,E92000001,England,Revised,Other sciences,Female,4.2,17.6,38.5,65.9,85.2,96.6,859
2020,201920,Academic year,National,E92000001,England,Final,Other sciences,Female,10.3,30.5,59.7,82.9,95.6,99.2,866
2021,202021,Academic year,National,E92000001,England,Final,Other sciences,Female,12.4,34.5,62,82.4,95.2,99.3,966
2022,202122,Academic year,National,E92000001,England,Revised,Other sciences,Female,10.8,29,54.4,73.8,90.1,97.8,981
2023,202223,Academic year,National,E92000001,England,Revised,Other sciences,Female,6.8,19.7,40.9,65.4,85.6,95.6,1183
2024,202324,Academic year,National,E92000001,England,Revised,Other sciences,Female,7.5,21.2,45,67,85.3,95.1,1432
2025,202425,Academic year,National,E92000001,England,Provisional,Other sciences,Female,6.4,19.8,40.8,66.1,84.4,94.8,1512
1996,199596,Academic year,National,E92000001,England,Final,Other sciences,Male,z,10,24,44,65,82,2657
1997,199697,Academic year,National,E92000001,England,Final,Other sciences,Male,z,11,25,44,67,84,2680
1998,199798,Academic year,National,E92000001,England,Final,Other sciences,Male,z,12,27,49,72,88,2695
1999,199899,Academic year,National,E92000001,England,Final,Other sciences,Male,z,13,29,49,71,86,2617
2000,199900,Academic year,National,E92000001,England,Final,Other sciences,Male,z,14,28,49,70,87,2396
2001,200001,Academic year,National,E92000001,England,Final,Other sciences,Male,z,17,32,52,73,88,2351
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,Male,z,20,40,61,81,94,2514
2003,200203,Academic year,National,E92000001,England,Final,Other sciences,Male,z,21,39,61,80,94,2820
2004,200304,Academic year,National,E92000001,England,Final,Other sciences,Male,z,23,42,64,82,96,2737
2005,200405,Academic year,National,E92000001,England,Final,Other sciences,Male,z,21,42,63,83,96,2742
2006,200506,Academic year,National,E92000001,England,Final,Other sciences,Male,z,24,44,65,83,96,2616
2007,200607,Academic year,National,E92000001,England,Final,Other sciences,Male,z,25,45,67,84,96,2820
2008,200708,Academic year,National,E92000001,England,Final,Other sciences,Male,z,25,45,66,84,97,2895
2009,200809,Academic year,National,E92000001,England,Final,Other sciences,Male,z,25,47,68,86,97,2794
2010,200910,Academic year,National,E92000001,England,Final,Other sciences,Male,8,25,48,71,88,97,3055
2011,201011,Academic year,National,E92000001,England,Final,Other sciences,Male,8,26,48,69,87,97,2978
2012,201112,Academic year,National,E92000001,England,Final,Other sciences,Male,8,25,47,71,89,98,3046
2013,201213,Academic year,National,E92000001,England,Final,Other sciences,Male,7,25,49,72,89,98,2990
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,Male,8,26,50,71,88,98,2907
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,Male,7,25,50,74,90,98,2793
2016,201516,Academic year,National,E92000001,England,Final,Other sciences,Male,7,27,50,74,90,98,2468
2017,201617,Academic year,National,E92000001,England,Final,Other sciences,Male,8,26,50,74,91,98,2131
2018,201718,Academic year,National,E92000001,England,Revised,Other sciences,Male,9.9,26.4,51.1,74.3,90.9,98.1,1734
2019,201819,Academic year,National,E92000001,England,Revised,Other sciences,Male,6.9,23.2,44.1,67.1,86.1,96.8,1732
2020,201920,Academic year,National,E92000001,England,Final,Other sciences,Male,12.3,32.8,56.1,79.8,94.5,99.5,1484
2021,202021,Academic year,National,E92000001,England,Final,Other sciences,Male,12.2,33.2,56.5,80.2,93.8,99.3,1600
2022,202122,Academic year,National,E92000001,England,Revised,Other sciences,Male,11.7,29.5,51.3,72.3,90.1,97.3,1619
2023,202223,Academic year,National,E92000001,England,Revised,Other sciences,Male,9.1,23.2,42.7,65.2,84.4,94.9,1866
2024,202324,Academic year,National,E92000001,England,Revised,Other sciences,Male,8.7,23.4,42.9,66.2,85.4,95.7,2060
2025,202425,Academic year,National,E92000001,England,Provisional,Other sciences,Male,8.4,21.8,41.4,65.5,85.3,95.8,2133
1996,199596,Academic year,National,E92000001,England,Final,Physical education,All students,z,8,22,44,70,89,9042
1997,199697,Academic year,National,E92000001,England,Final,Physical education,All students,z,8,22,44,70,88,11696
1998,199798,Academic year,National,E92000001,England,Final,Physical education,All students,z,9,22,44,69,88,13680
1999,199899,Academic year,National,E92000001,England,Final,Physical education,All students,z,10,24,47,72,90,14740
2000,199900,Academic year,National,E92000001,England,Final,Physical education,All students,z,11,25,48,74,91,15853
2001,200001,Academic year,National,E92000001,England,Final,Physical education,All students,z,12,26,50,75,92,16779
2002,200102,Academic year,National,E92000001,England,Final,Physical education,All students,z,12,31,55,80,95,16655
2003,200203,Academic year,National,E92000001,England,Final,Physical education,All students,z,12,32,57,80,96,18763
2004,200304,Academic year,National,E92000001,England,Final,Physical education,All students,z,13,33,59,82,96,19234
2005,200405,Academic year,National,E92000001,England,Final,Physical education,All students,z,13,34,59,82,96,19759
2006,200506,Academic year,National,E92000001,England,Final,Physical education,All students,z,15,36,61,84,97,21533
2007,200607,Academic year,National,E92000001,England,Final,Physical education,All students,z,16,38,63,84,97,21527
2008,200708,Academic year,National,E92000001,England,Final,Physical education,All students,z,17,39,65,86,98,22344
2009,200809,Academic year,National,E92000001,England,Final,Physical education,All students,z,18,40,66,87,98,21609
2010,200910,Academic year,National,E92000001,England,Final,Physical education,All students,5,17,39,65,86,98,21304
2011,201011,Academic year,National,E92000001,England,Final,Physical education,All students,5,16,39,65,86,98,19607
2012,201112,Academic year,National,E92000001,England,Final,Physical education,All students,4,16,40,67,88,98,17135
2013,201213,Academic year,National,E92000001,England,Final,Physical education,All students,4,16,41,68,88,99,15013
2014,201314,Academic year,National,E92000001,England,Final,Physical education,All students,4,16,40,66,87,98,13198
2015,201415,Academic year,National,E92000001,England,Final,Physical education,All students,4,16,40,66,87,98,12823
2016,201516,Academic year,National,E92000001,England,Final,Physical education,All students,4,18,43,69,88,99,11763
2017,201617,Academic year,National,E92000001,England,Final,Physical education,All students,4,18,43,68,87,98,11172
2018,201718,Academic year,National,E92000001,England,Revised,Physical education,All students,4.9,16.6,42.8,69.9,88.5,96.9,11306
2019,201819,Academic year,National,E92000001,England,Revised,Physical education,All students,4.6,16.6,42.4,69.9,88.5,97.1,10929
2020,201920,Academic year,National,E92000001,England,Final,Physical education,All students,10.7,32.4,60.9,86.1,96.8,99.8,11403
2021,202021,Academic year,National,E92000001,England,Final,Physical education,All students,18.5,43.3,70.4,89.9,97.2,99.7,11847
2022,202122,Academic year,National,E92000001,England,Revised,Physical education,All students,13.3,32.8,58.9,80.7,93,98.1,13105
2023,202223,Academic year,National,E92000001,England,Revised,Physical education,All students,5.6,18.4,43.8,69.1,87.2,96.7,12936
2024,202324,Academic year,National,E92000001,England,Revised,Physical education,All students,5.7,18.9,44.2,69.9,88.1,96.5,12860
2025,202425,Academic year,National,E92000001,England,Provisional,Physical education,All students,5.6,18.6,45.7,71.2,89,97,12687
1996,199596,Academic year,National,E92000001,England,Final,Physical education,Female,z,12,29,52,74,89,3531
1997,199697,Academic year,National,E92000001,England,Final,Physical education,Female,z,12,30,52,75,90,4448
1998,199798,Academic year,National,E92000001,England,Final,Physical education,Female,z,14,30,52,75,90,5365
1999,199899,Academic year,National,E92000001,England,Final,Physical education,Female,z,16,32,57,78,92,5871
2000,199900,Academic year,National,E92000001,England,Final,Physical education,Female,z,16,33,57,79,93,6267
2001,200001,Academic year,National,E92000001,England,Final,Physical education,Female,z,18,34,58,80,93,6622
2002,200102,Academic year,National,E92000001,England,Final,Physical education,Female,z,19,40,65,85,96,6633
2003,200203,Academic year,National,E92000001,England,Final,Physical education,Female,z,19,42,67,86,97,7427
2004,200304,Academic year,National,E92000001,England,Final,Physical education,Female,z,20,43,68,87,97,7874
2005,200405,Academic year,National,E92000001,England,Final,Physical education,Female,z,19,42,67,87,97,8278
2006,200506,Academic year,National,E92000001,England,Final,Physical education,Female,z,21,44,69,88,98,9000
2007,200607,Academic year,National,E92000001,England,Final,Physical education,Female,z,22,45,70,88,98,9129
2008,200708,Academic year,National,E92000001,England,Final,Physical education,Female,z,23,48,71,90,98,9307
2009,200809,Academic year,National,E92000001,England,Final,Physical education,Female,z,24,50,74,91,98,8843
